City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (C)
246,geraldton,-28.7667,114.6,285.38,87,40,5.14,AU,1717020423,12.230000000000018
247,lompoc,34.6391,-120.4579,296.87,70,40,6.69,US,1717020423,23.720000000000027
248,dunedin,-45.8742,170.5036,280.82,75,80,2.35,NZ,1717020424,7.670000000000016
249,vorgashor,67.5833,63.95,267.48,92,100,4.3,RU,1717020424,-5.669999999999959
250,touros,-5.1989,-35.4608,298.87,84,23,3.29,BR,1717020331,25.720000000000027
251,alice springs,-23.7,133.8833,287.9,100,100,2.06,AU,1717020425,14.75
252,hermanus,-34.4187,19.2345,293.04,60,52,5.45,ZA,1717020426,19.890000000000043
253,neiafu,-18.65,-173.9833,297.86,79,100,10.06,TO,1717020426,24.710000000000036
254,aquia harbour,38.4626,-77.3889,292.69,91,75,0.0,US,1717020427,19.54000000000002
255,iskateley,67.6803,53.1512,267.6,91,41,4.02,RU,1717020427,-5.5499999999999545
256,east london,-33.0153,27.9116,296.25,33,1,3.77,ZA,1717020428,23.100000000000023
257,shakawe,-18.3667,21.85,285.16,32,0,1.43,BW,1717020429,12.010000000000048
258,ad dabbah,18.05,30.95,307.86,13,0,6.1,SD,1717020429,34.710000000000036
259,colchani,-20.3,-66.9333,276.16,30,0,1.61,BO,1717020430,3.0100000000000477
260,frontera,26.9333,-101.45,308.65,31,0,3.53,MX,1717020191,35.5
261,sinabang,2.4803,96.3801,300.14,86,100,0.32,ID,1717020431,26.99000000000001
262,al artawiyah,26.5053,45.3444,304.69,13,4,3.48,SA,1717020431,31.54000000000002
263,yeppoon,-23.1333,150.7333,291.62,65,11,6.52,AU,1717020432,18.470000000000027
264,archangelos,36.2149,28.1149,292.77,81,2,3.16,GR,1717020432,19.620000000000005
265,xinyuan,37.3,99.0,276.98,87,100,2.3,CN,1717020433,3.830000000000041
266,maxcanu,20.5833,-89.9833,312.66,26,23,4.68,MX,1717020381,39.51000000000005
267,bangassou,4.7413,22.8184,294.96,97,91,2.47,CF,1717020434,21.810000000000002
268,howrah,22.5892,88.3103,304.15,89,40,6.17,IN,1717020434,31.0
269,selfoss,63.9331,-20.9971,280.4,68,99,3.99,IS,1717020435,7.25
270,nagqu,31.5,92.0,280.65,68,86,4.12,CN,1717020435,7.5
271,urengoy,65.9667,78.3667,269.72,86,100,7.08,RU,1717020435,-3.42999999999995
272,plouguerneau,48.6,-4.5,286.71,88,100,2.57,FR,1717020436,13.560000000000002
273,tubarjal,30.4999,38.216,297.25,38,0,9.75,SA,1717020437,24.100000000000023
274,soc trang,9.6033,105.98,300.68,84,100,2.49,VN,1717020437,27.53000000000003
275,yengema,8.7167,-11.1667,296.18,98,91,1.43,SL,1717020438,23.03000000000003
276,lazaro cardenas,17.9583,-102.2,304.32,53,1,5.85,MX,1717020380,31.170000000000016
277,oroqen zizhiqi,50.5667,123.7167,280.96,65,61,1.36,CN,1717020440,7.810000000000002
278,maintirano,-18.0667,44.0167,296.11,80,0,3.55,MG,1717020440,22.960000000000036
279,tyul'gan,52.3405,56.166,285.82,80,18,2.69,RU,1717020441,12.670000000000016
280,karratha,-20.7377,116.8463,292.95,78,0,4.67,AU,1717020441,19.80000000000001
281,kirkkonummi,60.1238,24.4385,290.81,90,100,0.37,FI,1717020276,17.660000000000025
282,lebu,-37.6167,-73.65,283.81,81,100,2.91,CL,1717020147,10.660000000000025
283,vila franca do campo,37.7167,-25.4333,293.38,99,99,5.69,PT,1717020443,20.230000000000018
284,tarawa,1.419,172.984,301.61,74,63,7.5,KI,1717020443,28.460000000000036
285,estevan,49.1334,-102.9842,299.34,44,27,9.46,CA,1717020443,26.189999999999998
286,vorkuta,67.5,64.0,267.65,92,100,7.15,RU,1717020444,-5.5
287,meadow lake,34.8014,-106.5436,304.6,19,5,4.32,US,1717020444,31.450000000000045
288,korsakov,46.6328,142.7813,280.06,82,97,6.34,RU,1717020444,6.910000000000025
289,red bluff,40.1785,-122.2358,304.08,14,0,7.72,US,1717020162,30.930000000000007
290,salinopolis,-0.6136,-47.3561,300.39,82,68,4.28,BR,1717020445,27.24000000000001
291,urangan,-25.3,152.9,291.59,96,32,2.68,AU,1717020446,18.439999999999998
292,bodaybo,57.8506,114.1933,288.76,59,33,0.28,RU,1717020447,15.610000000000014
293,al miqdadiyah,33.9786,44.9369,306.41,20,0,5.66,IQ,1717020447,33.26000000000005
294,alesund,62.4723,6.1549,285.93,87,20,1.03,NO,1717020206,12.78000000000003
295,puerto ayora,-0.7393,-90.3518,301.13,81,50,3.59,EC,1717020449,27.980000000000018
296,atafu village,-8.5421,-172.5159,302.69,73,10,4.8,TK,1717020450,29.54000000000002
297,nephi,39.7102,-111.8363,301.64,15,15,6.89,US,1717020240,28.49000000000001
